Date,Airport,City,Season,Temperature,Total_Flights,Domestic_Flights,International_Flights,Load_Factor (%),Weather_Good,Economic_Trend,Is_Weekend,Peak_Season,Holiday,Predicted_Footfall,Actual_Footfall
10-02-2024,Chennai International Airport,Chennai,Winter,28,456,355,101,79.81260793,1,1.138702507,1,0,0,103590,103187
11-02-2024,Chennai International Airport,Chennai,Winter,28,599,465,134,94.5897698,1,0.864146364,1,0,0,118629,120821
12-02-2024,Chennai International Airport,Chennai,Winter,20,343,236,107,83.43488563,1,0.915593162,0,0,0,110966,118171
13-02-2024,Chennai International Airport,Chennai,Winter,20,235,170,65,75.32842761,1,1.192415451,0,0,0,97519,94550
14-02-2024,Chennai International Airport,Chennai,Winter,28,232,193,39,81.65286312,1,1.106212533,0,0,0,97539,101011
15-02-2024,Chennai International Airport,Chennai,Winter,22,341,289,52,70.5541439,1,1.189669803,0,0,0,109953,111398
16-02-2024,Chennai International Airport,Chennai,Winter,27,551,466,85,83.29931647,1,1.0501135,0,0,0,135917,129584
17-02-2024,Chennai International Airport,Chennai,Winter,20,458,298,160,91.54142889,1,0.801610112,1,0,0,104377,112281
18-02-2024,Chennai International Airport,Chennai,Winter,28,337,247,90,93.14978835,1,1.077345046,1,0,0,92357,97850
19-02-2024,Chennai International Airport,Chennai,Winter,20,290,230,60,70.81445956,1,1.052755869,0,0,0,103848,107138
20-02-2024,Chennai International Airport,Chennai,Winter,29,295,238,57,82.19633756,1,0.846761257,0,0,0,105131,112502
21-02-2024,Chennai International Airport,Chennai,Winter,29,594,423,171,77.75004632,1,1.022726047,0,0,1,140745,151083
22-02-2024,Chennai International Airport,Chennai,Winter,23,205,153,52,78.89218475,1,1.074567958,0,0,0,94133,98055
23-02-2024,Chennai International Airport,Chennai,Winter,27,331,272,59,77.13619468,1,1.191644868,0,0,0,109148,116504
24-02-2024,Chennai International Airport,Chennai,Winter,22,279,182,97,91.55763091,1,1.005708598,1,0,0,86477,89892
25-02-2024,Chennai International Airport,Chennai,Winter,29,539,389,150,84.15512059,1,1.195462622,1,0,0,112107,116146
26-02-2024,Chennai International Airport,Chennai,Winter,29,203,160,43,89.21490986,1,1.163670806,0,0,0,94512,96754
27-02-2024,Chennai International Airport,Chennai,Winter,26,364,240,124,89.40122397,1,0.827803119,0,0,0,113844,119598
28-02-2024,Chennai International Airport,Chennai,Winter,28,211,162,49,75.28955336,1,1.089059881,0,0,0,94637,88175
29-02-2024,Chennai International Airport,Chennai,Winter,22,330,247,83,74.76689867,1,0.962974261,0,0,0,108886,117180
01-03-2024,Chennai International Airport,Chennai,Summer,26,256,170,86,84.73371441,1,0.945895612,0,0,0,122204,131292
02-03-2024,Chennai International Airport,Chennai,Summer,33,288,207,81,85.99111105,0,1.07624608,1,0,0,94589,85683
03-03-2024,Chennai International Airport,Chennai,Summer,34,387,306,81,71.53368895,1,1.116022122,1,0,0,114276,121722
04-03-2024,Chennai International Airport,Chennai,Summer,32,563,454,109,81.40870603,1,0.883232063,0,0,0,158844,147053
05-03-2024,Chennai International Airport,Chennai,Summer,33,309,203,106,88.60702348,1,1.068290296,0,0,0,128796,124548
06-03-2024,Chennai International Airport,Chennai,Summer,26,401,288,113,90.11842662,1,1.158700546,0,0,1,139927,146741
07-03-2024,Chennai International Airport,Chennai,Summer,34,253,194,59,73.03008193,1,1.181742138,0,0,0,121141,112921
08-03-2024,Chennai International Airport,Chennai,Summer,27,543,415,128,81.58322254,1,1.117850716,0,0,0,156454,166403
09-03-2024,Chennai International Airport,Chennai,Summer,31,414,293,121,75.19720138,1,0.84448663,1,0,0,117159,124941
10-03-2024,Chennai International Airport,Chennai,Summer,27,218,154,64,73.23816525,1,1.098761462,1,0,0,97461,97606
11-03-2024,Chennai International Airport,Chennai,Summer,27,511,404,107,73.26303499,1,0.990779106,0,0,1,152115,137097
12-03-2024,Chennai International Airport,Chennai,Summer,27,248,187,61,81.37958368,1,0.971336956,0,0,0,121042,115886
13-03-2024,Chennai International Airport,Chennai,Summer,29,468,361,107,91.90558233,1,0.843399338,0,0,0,148074,151536
14-03-2024,Chennai International Airport,Chennai,Summer,37,427,331,96,74.13908788,1,1.159742878,0,0,0,142088,155762
15-03-2024,Chennai International Airport,Chennai,Summer,28,238,183,55,86.00328538,1,0.960546994,0,0,0,120120,123286
16-03-2024,Chennai International Airport,Chennai,Summer,34,588,496,92,90.1796642,1,0.992763309,1,0,0,135308,128807
17-03-2024,Chennai International Airport,Chennai,Summer,27,408,315,93,71.38476825,1,1.07401198,1,0,0,116369,119487
18-03-2024,Chennai International Airport,Chennai,Summer,34,309,257,52,78.01661816,1,0.803790053,0,0,0,128160,129184
19-03-2024,Chennai International Airport,Chennai,Summer,33,447,311,136,92.59312301,1,1.072891707,0,0,0,145595,153743
20-03-2024,Chennai International Airport,Chennai,Summer,36,253,195,58,82.40082225,1,0.847697965,0,0,0,121704,112137
21-03-2024,Chennai International Airport,Chennai,Summer,28,541,415,126,83.7421064,0,1.177265221,0,0,0,140710,148055
22-03-2024,Chennai International Airport,Chennai,Summer,27,219,158,61,88.45542,1,0.828363169,0,0,0,117987,118960
23-03-2024,Chennai International Airport,Chennai,Summer,26,458,333,125,75.43083686,1,1.113717882,1,0,1,121571,132828
24-03-2024,Chennai International Airport,Chennai,Summer,27,519,372,147,80.70373605,1,1.08506449,1,0,1,127935,123888
25-03-2024,Chennai International Airport,Chennai,Summer,29,426,285,141,70.9479236,1,1.130341374,0,0,0,141776,145536
26-03-2024,Chennai International Airport,Chennai,Summer,29,466,313,153,70.40147057,1,0.917038577,0,0,0,146544,159206
27-03-2024,Chennai International Airport,Chennai,Summer,30,588,435,153,72.08630289,1,0.819126541,0,0,0,161285,148463
28-03-2024,Chennai International Airport,Chennai,Summer,32,349,292,57,82.80706825,1,1.051113269,0,0,0,133248,144899
29-03-2024,Chennai International Airport,Chennai,Summer,35,280,231,49,83.71183553,1,1.174034756,0,0,0,125022,129719
30-03-2024,Chennai International Airport,Chennai,Summer,26,556,433,123,85.47898432,1,0.871253039,1,0,0,131873,120474
31-03-2024,Chennai International Airport,Chennai,Summer,31,290,222,68,88.30987615,1,1.065703591,1,0,1,105415,101218
01-04-2024,Chennai International Airport,Chennai,Summer,35,439,291,148,91.69984833,1,1.029856828,0,0,0,144581,150600
02-04-2024,Chennai International Airport,Chennai,Summer,29,436,358,78,82.45371093,1,1.075492143,0,0,1,143667,131235
03-04-2024,Chennai International Airport,Chennai,Summer,28,212,151,61,79.14105407,0,1.035680363,0,0,0,104929,106653
04-04-2024,Chennai International Airport,Chennai,Summer,27,393,267,126,92.6040921,1,0.916560907,0,0,1,139116,134827
05-04-2024,Chennai International Airport,Chennai,Summer,35,563,432,131,76.41331544,1,0.830746841,0,0,0,158544,162378
06-04-2024,Chennai International Airport,Chennai,Summer,37,261,197,64,81.48365928,1,0.86715156,1,0,0,102174,92891
07-04-2024,Chennai International Airport,Chennai,Summer,37,322,227,95,78.71477876,1,0.966638992,1,0,0,108135,116170
08-04-2024,Chennai International Airport,Chennai,Summer,30,332,234,98,79.94202838,1,1.156324758,0,0,0,131036,143444
09-04-2024,Chennai International Airport,Chennai,Summer,27,513,348,165,71.38859058,1,0.898808748,0,0,0,152243,166519
10-04-2024,Chennai International Airport,Chennai,Summer,31,355,259,96,76.57057566,1,1.128873162,0,0,0,133594,140264
11-04-2024,Chennai International Airport,Chennai,Summer,30,564,384,180,91.53687031,1,0.947253436,0,0,0,159572,147766
12-04-2024,Chennai International Airport,Chennai,Summer,26,281,203,78,74.31601602,1,1.151039349,0,0,0,124578,131012
13-04-2024,Chennai International Airport,Chennai,Summer,31,569,372,197,93.39314623,1,0.820166802,1,0,0,133569,120868
14-04-2024,Chennai International Airport,Chennai,Summer,35,509,352,157,72.01808261,1,1.167365404,1,0,0,126500,114409
15-04-2024,Chennai International Airport,Chennai,Summer,37,414,291,123,77.76979781,1,0.895091745,0,0,0,140746,135780
16-04-2024,Chennai International Airport,Chennai,Summer,33,589,420,169,71.6485222,1,1.139696946,0,0,0,161378,161011
17-04-2024,Chennai International Airport,Chennai,Summer,31,390,270,120,87.89360098,1,1.008239927,0,0,0,138473,145961
18-04-2024,Chennai International Airport,Chennai,Summer,32,202,154,48,92.25781227,1,1.186104748,0,0,1,116175,120433
19-04-2024,Chennai International Airport,Chennai,Summer,27,502,406,96,78.11261952,1,1.043326146,0,0,0,151326,149688
20-04-2024,Chennai International Airport,Chennai,Summer,34,536,415,121,70.93579944,1,0.842415102,1,0,0,129146,123298
21-04-2024,Chennai International Airport,Chennai,Summer,32,493,336,157,76.39330817,1,1.184026793,1,0,0,125119,137558
22-04-2024,Chennai International Airport,Chennai,Summer,29,590,429,161,77.74138186,0,0.860007745,0,0,0,145678,143527
23-04-2024,Chennai International Airport,Chennai,Summer,28,386,270,116,88.21901161,1,1.118833582,0,0,0,138013,136671
24-04-2024,Chennai International Airport,Chennai,Summer,37,224,189,35,79.02212281,1,0.950434685,0,0,0,118021,110081
25-04-2024,Chennai International Airport,Chennai,Summer,27,397,278,119,85.28123432,1,0.886773272,0,0,0,139156,147360
26-04-2024,Chennai International Airport,Chennai,Summer,33,493,361,132,92.58369626,1,0.850004328,0,0,0,151115,156968
27-04-2024,Chennai International Airport,Chennai,Summer,27,420,332,88,85.3100727,1,1.127111154,1,0,1,118265,111660
28-04-2024,Chennai International Airport,Chennai,Summer,36,386,262,124,83.1968552,1,1.027514273,1,0,0,114759,105173
29-04-2024,Chennai International Airport,Chennai,Summer,35,250,170,80,79.94900941,1,0.93516057,0,0,1,121196,125571
30-04-2024,Chennai International Airport,Chennai,Summer,32,439,369,70,90.25384338,0,1.16244304,0,0,0,130045,134063
01-05-2024,Chennai International Airport,Chennai,Summer,35,425,289,136,86.29781517,1,1.189580083,0,0,0,142577,136111
02-05-2024,Chennai International Airport,Chennai,Summer,26,213,179,34,80.28576441,1,0.977803585,0,0,0,116777,127307
03-05-2024,Chennai International Airport,Chennai,Summer,36,413,348,65,73.9145344,1,1.170726542,0,0,0,140394,130596
04-05-2024,Chennai International Airport,Chennai,Summer,35,255,194,61,86.18605305,1,0.864558367,1,0,0,101809,100431
05-05-2024,Chennai International Airport,Chennai,Summer,35,583,384,199,86.33349811,1,1.176983135,1,0,1,134616,146559
06-05-2024,Chennai International Airport,Chennai,Summer,34,211,173,38,92.73922358,1,0.912171945,0,0,0,117284,115401
07-05-2024,Chennai International Airport,Chennai,Summer,35,242,158,84,76.85700941,1,1.070667502,0,0,1,120051,123377
08-05-2024,Chennai International Airport,Chennai,Summer,36,324,267,57,76.71687615,1,1.023532927,0,0,0,129883,127222
09-05-2024,Chennai International Airport,Chennai,Summer,34,540,409,131,76.11836193,1,0.843952788,0,0,0,155767,148733
10-05-2024,Chennai International Airport,Chennai,Summer,30,412,318,94,84.37013062,1,0.97305913,0,0,0,140902,154540
11-05-2024,Chennai International Airport,Chennai,Summer,37,201,169,32,85.20825638,1,1.13065991,1,0,0,96360,94612
12-05-2024,Chennai International Airport,Chennai,Summer,28,273,224,49,71.50054494,1,1.113892965,1,0,1,102875,110983
13-05-2024,Chennai International Airport,Chennai,Summer,35,386,282,104,72.42230403,1,0.820656719,0,0,1,137065,129662
14-05-2024,Chennai International Airport,Chennai,Summer,34,222,179,43,93.08690095,1,0.874843369,0,0,0,118625,111818
15-05-2024,Chennai International Airport,Chennai,Summer,31,489,389,100,93.19427746,1,1.115939163,0,0,0,150671,136542
16-05-2024,Chennai International Airport,Chennai,Summer,33,310,250,60,90.20275867,1,0.872324254,0,0,0,129012,132925
17-05-2024,Chennai International Airport,Chennai,Summer,33,233,160,73,90.32628018,1,0.903447509,0,0,0,119779,116629
18-05-2024,Chennai International Airport,Chennai,Summer,28,421,326,95,79.64638442,1,1.053792029,1,0,0,118082,126686
19-05-2024,Chennai International Airport,Chennai,Summer,32,355,290,65,77.82523048,1,1.060056694,1,0,0,111391,110794
20-05-2024,Chennai International Airport,Chennai,Summer,35,488,335,153,77.18929372,1,0.949419422,0,0,0,149591,163598
21-05-2024,Chennai International Airport,Chennai,Summer,36,328,273,55,72.55074737,1,0.920870693,0,0,1,130113,121929
22-05-2024,Chennai International Airport,Chennai,Summer,33,267,190,77,94.63755729,1,1.099935713,0,0,0,124118,133268
23-05-2024,Chennai International Airport,Chennai,Summer,28,531,399,132,94.57541077,0,1.03341182,0,0,0,140215,147971
24-05-2024,Chennai International Airport,Chennai,Summer,27,245,205,40,79.4454571,1,0.957488163,0,0,0,120566,127098
25-05-2024,Chennai International Airport,Chennai,Summer,35,492,339,153,73.86688258,1,1.011702216,1,0,1,124893,133505
26-05-2024,Chennai International Airport,Chennai,Summer,35,379,261,118,71.01933186,1,0.938062986,1,0,0,113450,119372
27-05-2024,Chennai International Airport,Chennai,Summer,30,579,432,147,81.48093478,1,0.818201695,0,0,1,160768,164826
28-05-2024,Chennai International Airport,Chennai,Summer,36,502,416,86,75.96722204,1,0.99849407,0,0,1,151198,140046
29-05-2024,Chennai International Airport,Chennai,Summer,26,556,433,123,93.90679002,1,0.962102712,0,0,0,158754,143911
30-05-2024,Chennai International Airport,Chennai,Summer,29,528,369,159,71.59894742,1,1.138359858,0,0,0,154055,167021
31-05-2024,Chennai International Airport,Chennai,Summer,36,369,293,76,93.13357027,1,0.924094741,0,0,0,136268,139447
01-06-2024,Chennai International Airport,Chennai,Monsoon,29,251,208,43,80.21512427,1,0.86322452,1,1,0,77110,81683
02-06-2024,Chennai International Airport,Chennai,Monsoon,31,529,369,160,86.84663485,0,1.135130288,1,1,0,94718,94367
03-06-2024,Chennai International Airport,Chennai,Monsoon,26,503,350,153,78.56181391,1,0.913987311,0,1,0,122673,113283
04-06-2024,Chennai International Airport,Chennai,Monsoon,33,589,426,163,89.74779251,0,0.972707015,0,1,0,120298,111280
05-06-2024,Chennai International Airport,Chennai,Monsoon,30,540,417,123,93.79919056,1,1.03225832,0,1,1,128027,132778
06-06-2024,Chennai International Airport,Chennai,Monsoon,25,422,334,88,85.30117699,1,0.895610255,0,1,0,113358,111777
07-06-2024,Chennai International Airport,Chennai,Monsoon,24,317,233,84,85.63020804,1,1.149026607,0,1,0,100777,94740
08-06-2024,Chennai International Airport,Chennai,Monsoon,30,543,438,105,90.89628303,1,1.021782091,1,1,0,106844,106664
09-06-2024,Chennai International Airport,Chennai,Monsoon,27,368,262,106,74.02388719,1,1.064630696,1,1,0,88501,80787
10-06-2024,Chennai International Airport,Chennai,Monsoon,30,241,193,48,83.65361176,1,1.006670557,0,1,1,91539,93039
11-06-2024,Chennai International Airport,Chennai,Monsoon,32,418,284,134,94.09217915,1,0.934443858,0,1,0,113405,108165
12-06-2024,Chennai International Airport,Chennai,Monsoon,33,342,284,58,92.71115514,1,1.043195292,0,1,1,104202,110403
13-06-2024,Chennai International Airport,Chennai,Monsoon,29,240,161,79,94.54418378,1,1.140208844,0,1,0,92072,88579
14-06-2024,Chennai International Airport,Chennai,Monsoon,29,440,318,122,91.21671689,1,0.908354422,0,1,0,115873,114835
15-06-2024,Chennai International Airport,Chennai,Monsoon,32,483,376,107,71.31958376,1,1.050779142,1,1,0,99865,90110
16-06-2024,Chennai International Airport,Chennai,Monsoon,26,279,193,86,85.77276077,1,0.875150616,1,1,0,80188,73331
17-06-2024,Chennai International Airport,Chennai,Monsoon,26,269,193,76,75.34588139,1,1.078955025,0,1,0,94400,92370
18-06-2024,Chennai International Airport,Chennai,Monsoon,26,239,183,56,73.55004547,1,1.145227199,0,1,0,90693,90329
19-06-2024,Chennai International Airport,Chennai,Monsoon,27,491,396,95,73.56608593,1,1.144058924,0,1,0,120933,123352
20-06-2024,Chennai International Airport,Chennai,Monsoon,32,243,168,75,74.39109581,1,1.15662002,0,1,1,91223,87421
21-06-2024,Chennai International Airport,Chennai,Monsoon,30,465,366,99,81.30877756,1,0.812126642,0,1,0,118278,122890
22-06-2024,Chennai International Airport,Chennai,Monsoon,25,514,374,140,89.79685663,1,1.072085162,1,1,0,103889,111371
23-06-2024,Chennai International Airport,Chennai,Monsoon,30,301,253,48,88.81679372,1,1.131833789,1,1,0,82540,87159
24-06-2024,Chennai International Airport,Chennai,Monsoon,27,594,450,144,82.28534387,1,0.926615093,0,1,0,133817,121495
25-06-2024,Chennai International Airport,Chennai,Monsoon,25,294,230,64,71.99492616,1,0.822218893,0,1,0,97199,96820
26-06-2024,Chennai International Airport,Chennai,Monsoon,33,425,318,107,74.88870996,1,1.120581211,0,1,0,113093,104157
27-06-2024,Chennai International Airport,Chennai,Monsoon,26,551,406,145,77.85418532,1,1.048254781,0,1,0,128391,121767
28-06-2024,Chennai International Airport,Chennai,Monsoon,25,467,353,114,84.45351684,0,0.90212552,0,1,0,106836,117234
29-06-2024,Chennai International Airport,Chennai,Monsoon,25,505,380,125,92.62710094,1,1.163629011,1,1,0,103131,95757
30-06-2024,Chennai International Airport,Chennai,Monsoon,28,372,301,71,85.30002344,1,0.989341672,1,1,0,89465,89445
01-07-2024,Chennai International Airport,Chennai,Monsoon,32,310,205,105,93.05300974,1,1.011337877,0,1,0,100383,102755
02-07-2024,Chennai International Airport,Chennai,Monsoon,25,218,179,39,92.36395007,1,1.090156498,0,1,0,89301,92917
03-07-2024,Chennai International Airport,Chennai,Monsoon,27,320,232,88,80.88494076,0,0.999376736,0,1,0,90767,91849
04-07-2024,Chennai International Airport,Chennai,Monsoon,27,247,208,39,87.64655152,1,0.85886308,0,1,0,92498,83428
05-07-2024,Chennai International Airport,Chennai,Monsoon,24,536,418,118,82.22189402,1,1.13311867,0,1,0,126853,122450
06-07-2024,Chennai International Airport,Chennai,Monsoon,33,269,215,54,82.95826968,1,0.962672074,1,1,0,79047,79327
07-07-2024,Chennai International Airport,Chennai,Monsoon,31,325,273,52,80.7179044,0,0.848647595,1,1,0,76082,69810
08-07-2024,Chennai International Airport,Chennai,Monsoon,29,331,229,102,84.8923374,0,0.880912307,0,1,0,92172,89418
09-07-2024,Chennai International Airport,Chennai,Monsoon,30,596,483,113,86.56246146,1,0.950384441,0,1,1,134313,121773
10-07-2024,Chennai International Airport,Chennai,Monsoon,30,576,387,189,87.71711797,1,0.840534194,0,1,0,131983,120858
11-07-2024,Chennai International Airport,Chennai,Monsoon,31,546,433,113,71.13428556,1,0.828064774,0,1,0,127388,124761
12-07-2024,Chennai International Airport,Chennai,Monsoon,32,257,187,70,86.71213568,1,1.195086347,0,1,0,93642,86763
13-07-2024,Chennai International Airport,Chennai,Monsoon,30,581,478,103,94.24523723,1,1.118621449,1,1,1,110812,112308
14-07-2024,Chennai International Airport,Chennai,Monsoon,25,504,390,114,91.17645477,1,0.946917579,1,1,0,102958,106859
15-07-2024,Chennai International Airport,Chennai,Monsoon,26,326,217,109,90.51720005,1,0.812720816,0,1,1,102151,108292
16-07-2024,Chennai International Airport,Chennai,Monsoon,30,332,279,53,90.5645933,1,0.865143317,0,1,0,102873,96703
17-07-2024,Chennai International Airport,Chennai,Monsoon,26,258,170,88,89.88627395,1,0.925976122,0,1,0,93953,87704
18-07-2024,Chennai International Airport,Chennai,Monsoon,25,226,153,73,94.32032154,1,1.179184367,0,1,0,90379,83231
19-07-2024,Chennai International Airport,Chennai,Monsoon,28,382,321,61,72.07904333,1,1.188888548,0,1,1,107764,110704
20-07-2024,Chennai International Airport,Chennai,Monsoon,28,229,180,49,84.60179775,1,0.889370927,1,1,0,75130,78232
21-07-2024,Chennai International Airport,Chennai,Monsoon,26,202,163,39,87.41784001,1,0.866176656,1,1,0,72570,65771
22-07-2024,Chennai International Airport,Chennai,Monsoon,33,535,364,171,75.32946323,1,1.124372342,0,1,0,126319,137339
23-07-2024,Chennai International Airport,Chennai,Monsoon,24,490,328,162,70.80921335,0,1.138257248,0,1,0,108583,98853
24-07-2024,Chennai International Airport,Chennai,Monsoon,25,461,381,80,81.23340149,1,1.146309649,0,1,0,117794,118766
25-07-2024,Chennai International Airport,Chennai,Monsoon,26,360,304,56,82.79839823,1,1.068318875,0,1,0,105767,110189
26-07-2024,Chennai International Airport,Chennai,Monsoon,25,551,360,191,89.73307526,1,1.141505241,0,1,0,129103,138681
27-07-2024,Chennai International Airport,Chennai,Monsoon,32,227,186,41,82.08767686,1,0.84208739,1,1,0,74804,78006
28-07-2024,Chennai International Airport,Chennai,Monsoon,28,445,296,149,84.33309283,1,1.16567537,1,1,0,96716,102552
29-07-2024,Chennai International Airport,Chennai,Monsoon,32,551,406,145,84.16503367,0,1.19603455,0,1,0,115892,112170
30-07-2024,Chennai International Airport,Chennai,Monsoon,33,258,168,90,84.44679192,1,0.895041799,0,1,0,93626,99521
31-07-2024,Chennai International Airport,Chennai,Monsoon,26,292,203,89,73.58439178,1,1.095715851,0,1,1,97055,88904
01-08-2024,Chennai International Airport,Chennai,Monsoon,27,548,429,119,70.43152464,1,1.128684091,0,1,0,127585,137659
02-08-2024,Chennai International Airport,Chennai,Monsoon,32,286,213,73,86.12764191,1,1.052508903,0,1,0,97087,98011
03-08-2024,Chennai International Airport,Chennai,Monsoon,30,259,191,68,70.97029953,0,0.836235201,1,1,0,69703,74126
04-08-2024,Chennai International Airport,Chennai,Monsoon,26,539,377,162,73.92709119,1,0.800705273,1,1,0,105596,104589
05-08-2024,Chennai International Airport,Chennai,Monsoon,29,570,387,183,78.11440839,1,1.123285132,0,1,0,130686,134438
06-08-2024,Chennai International Airport,Chennai,Monsoon,24,283,215,68,87.4725643,1,1.088399368,0,1,0,96808,97319
07-08-2024,Chennai International Airport,Chennai,Monsoon,28,586,408,178,79.2816731,1,1.002306177,0,1,0,132676,138821
08-08-2024,Chennai International Airport,Chennai,Monsoon,29,482,372,110,87.42480829,1,1.019455357,0,1,0,120685,110586
09-08-2024,Chennai International Airport,Chennai,Monsoon,25,557,470,87,90.81195,1,0.970974268,0,1,0,129888,118467
10-08-2024,Chennai International Airport,Chennai,Monsoon,26,250,178,72,89.04302228,1,1.190119815,1,1,0,77452,73534
11-08-2024,Chennai International Airport,Chennai,Monsoon,31,256,217,39,70.02134244,1,0.875357193,1,1,0,77101,71851
12-08-2024,Chennai International Airport,Chennai,Monsoon,29,277,209,68,72.44845913,1,1.026640687,0,1,0,95186,102263
13-08-2024,Chennai International Airport,Chennai,Monsoon,28,476,393,83,81.24884464,1,0.950978914,0,1,0,119594,112877
14-08-2024,Chennai International Airport,Chennai,Monsoon,27,517,399,118,78.8681242,0,1.014924104,0,1,1,111934,122587
15-08-2024,Chennai International Airport,Chennai,Monsoon,25,562,430,132,85.29344765,1,1.104484606,0,1,0,130157,125911
16-08-2024,Chennai International Airport,Chennai,Monsoon,25,529,352,177,83.38841694,1,0.890157558,0,1,0,126083,118067
17-08-2024,Chennai International Airport,Chennai,Monsoon,25,454,336,118,72.41661918,1,1.002752178,1,1,0,97020,102641
18-08-2024,Chennai International Airport,Chennai,Monsoon,24,534,388,146,88.79051377,1,1.159482732,1,1,0,105839,109198
19-08-2024,Chennai International Airport,Chennai,Monsoon,31,458,374,84,84.66396402,1,0.832091425,0,1,0,117639,117596
20-08-2024,Chennai International Airport,Chennai,Monsoon,29,275,193,82,76.4927776,1,0.984391915,0,1,0,95189,96243
21-08-2024,Chennai International Airport,Chennai,Monsoon,25,345,256,89,75.00123083,1,0.906004715,0,1,0,103500,108037
22-08-2024,Chennai International Airport,Chennai,Monsoon,33,497,352,145,71.292575,1,0.941010851,0,1,1,121517,114917
23-08-2024,Chennai International Airport,Chennai,Monsoon,25,515,393,122,83.58612971,1,0.858727994,0,1,0,124415,136765
24-08-2024,Chennai International Airport,Chennai,Monsoon,25,207,170,37,93.61841976,1,0.992805957,1,1,0,73380,80348
25-08-2024,Chennai International Airport,Chennai,Monsoon,31,307,215,92,88.73320639,1,0.898355035,1,1,0,83136,85635
26-08-2024,Chennai International Airport,Chennai,Monsoon,25,467,359,108,79.15307448,1,1.027168201,0,1,0,118389,111274
27-08-2024,Chennai International Airport,Chennai,Monsoon,26,280,208,72,92.0367991,1,1.051827984,0,1,0,96722,100208
28-08-2024,Chennai International Airport,Chennai,Monsoon,24,202,170,32,88.17731823,1,1.060420447,0,1,0,87130,79675
29-08-2024,Chennai International Airport,Chennai,Monsoon,25,489,351,138,72.94518033,0,0.934205738,0,1,0,108591,98397
30-08-2024,Chennai International Airport,Chennai,Monsoon,28,362,280,82,81.89957637,1,0.894062228,0,1,0,105953,100818
31-08-2024,Chennai International Airport,Chennai,Monsoon,29,376,272,104,85.96563498,1,1.192179559,1,1,0,89898,89225
01-09-2024,Chennai International Airport,Chennai,Monsoon,32,388,263,125,92.07644323,1,1.045732991,1,0,0,91403,98135
02-09-2024,Chennai International Airport,Chennai,Monsoon,26,375,277,98,94.62815559,1,1.057831558,0,0,0,108277,113196
03-09-2024,Chennai International Airport,Chennai,Monsoon,29,405,274,131,87.67900735,0,1.102813223,0,0,0,100314,105183
04-09-2024,Chennai International Airport,Chennai,Monsoon,29,591,472,119,88.67975303,1,0.994646837,0,0,0,133840,131845
05-09-2024,Chennai International Airport,Chennai,Monsoon,27,232,154,78,70.16252867,1,0.966997141,0,0,0,89649,86886
06-09-2024,Chennai International Airport,Chennai,Monsoon,33,515,386,129,78.98941003,1,0.853933661,0,0,0,124139,120937
07-09-2024,Chennai International Airport,Chennai,Monsoon,29,511,365,146,81.87541892,1,0.937015692,1,0,0,103193,113257
08-09-2024,Chennai International Airport,Chennai,Monsoon,26,598,472,126,73.71710981,1,0.920617605,1,0,0,111485,101230
09-09-2024,Chennai International Airport,Chennai,Monsoon,31,286,186,100,70.23860731,1,1.123665522,0,0,0,96134,103190
10-09-2024,Chennai International Airport,Chennai,Monsoon,33,513,416,97,74.56782684,1,1.032865278,0,0,0,123634,125579
11-09-2024,Chennai International Airport,Chennai,Monsoon,28,204,143,61,85.25487079,1,0.976529668,0,0,0,87195,86124
12-09-2024,Chennai International Airport,Chennai,Monsoon,27,489,385,104,89.80126976,1,1.092594853,0,0,1,121668,127149
13-09-2024,Chennai International Airport,Chennai,Monsoon,24,440,342,98,80.1705333,1,1.077611395,0,0,1,115210,114902
14-09-2024,Chennai International Airport,Chennai,Monsoon,29,359,266,93,87.84856778,1,0.997640166,1,0,1,88292,94886
15-09-2024,Chennai International Airport,Chennai,Monsoon,33,316,221,95,78.88088793,1,1.076289158,1,0,1,83544,90239
16-09-2024,Chennai International Airport,Chennai,Monsoon,27,503,415,88,71.01680046,1,1.072168651,0,0,1,122221,120307
17-09-2024,Chennai International Airport,Chennai,Monsoon,33,339,250,89,72.4399385,1,1.187576284,0,0,0,102626,98045
18-09-2024,Chennai International Airport,Chennai,Monsoon,28,500,411,89,74.08229205,1,1.17888126,0,0,1,122044,124298
19-09-2024,Chennai International Airport,Chennai,Monsoon,24,587,385,202,79.0735648,1,1.125581914,0,0,0,132784,143735
20-09-2024,Chennai International Airport,Chennai,Monsoon,32,531,423,108,81.37504046,1,1.031957532,0,0,0,126202,118898
21-09-2024,Chennai International Airport,Chennai,Monsoon,26,301,229,72,93.76704842,1,0.813165507,1,0,0,82788,84824
22-09-2024,Chennai International Airport,Chennai,Monsoon,30,283,209,74,74.22503366,1,1.042707117,1,0,0,80011,82116
23-09-2024,Chennai International Airport,Chennai,Monsoon,33,403,331,72,75.1270396,1,0.859593103,0,0,0,110467,115617
24-09-2024,Chennai International Airport,Chennai,Monsoon,30,540,381,159,88.07050753,1,0.894912699,0,0,0,127684,118275
25-09-2024,Chennai International Airport,Chennai,Monsoon,33,490,407,83,72.41150259,1,0.871121295,0,0,1,120744,125955
26-09-2024,Chennai International Airport,Chennai,Monsoon,32,369,292,77,87.80985755,1,1.028095777,0,0,0,107148,115913
27-09-2024,Chennai International Airport,Chennai,Monsoon,33,274,191,83,78.77690597,1,1.181953216,0,0,1,95206,89106
